443, 3/11/13,5045700,J & D CHEMISTS INC (B)  (GNP),945 ROSEDALE RD,VALLEY STREAM,NY,11581-2318,13.72,6.99
443, 3/11/13,5042293,BELLCO PAPER WORK 1ST,EARLY,AMITYVILLE,NY,11701,10,10
443, 3/11/13,5042649,RITE AID 10616,400 SUNRISE HIGHWAY,LYNBROOK,NY,11563,5,5
443, 3/11/13,5042699,HD LO2, ,L.I.,NY, ,6,6
443, 3/11/13,5042862,636, , , , ,10,10
443, 3/11/13,5045425,EMBLEMHEALTH - VALLEY STREAM 31986,260 WEST SUNRISE HIGHWAY 2ND F,VALLEY STREAM,NY,11581-0000,0,0
510, 3/11/13,5041037,RIVAS MEDICAL SUPPLY #2,316 CENTRAL AVE,JERSEY CITY,NJ,7097,0,0
510, 3/11/13,5042258,NEXTDAY 104, , , , ,5.5,5.5
510, 3/11/13,5042296,H.D. SMITH D,670 BELVILLE TPKE,KEARNY,NJ, ,70,70
510, 3/11/13,5042400,FUJI ROUTE 001, ,NEW JERSEY,NJ, ,40,40
510, 3/11/13,5042849,SAMEDAY 61, , , , ,8,8
510, 3/11/13,5042296,H.D. SMITH D,670 BELVILLE TPKE,KEARNY,NJ, ,70,70
624, 3/11/13,5042893,H D SMITH WHOLESALE,410 COMMERCE BLVD.,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
624, 3/11/13,5042641,RITE AID 10556,14 HEMPSTEAD TURNPIKE,ELMONT,NY,11003,5,5
624, 3/11/13,5042640,RITE AID 10613,498 HEMPSTEAD TURNPIKE,WEST HEMPSTEAD,NY,11552,5,5
624, 3/11/13,5042359,108, ,L.I., , , 0000.01-, 0000.01-
624, 3/11/13,5042534,RITE AID 1203,178 NEW HYDE PARK ROAD,FRANKLIN SQUARE,NY,11010,5,5
624, 3/11/13,5045650,WEST HEMPSTEAD PHARMACY  CPA,490 HEMPSTEAD AVE,WEST HEMPSTEAD,NY,11552-2700,13.72,6.99
624, 3/11/13,5042711,HD L14, ,L.I.,NY, ,5,5
624, 3/11/13,5042737,HD L43, ,L.I.,NY, , 0000.01-, 0000.01-
624, 3/11/13,5042311,49, , , , ,110,110
625, 3/11/13,5042855,630,BRONX,BNRONX,NY, ,10,10
625, 3/11/13,5042751,TXX,425B OSER AVE,HAUPPAUGE,NY,11788,100,100
657, 3/11/13,5045275,SECOND AVE PHARMACY,249 EAST 115TH ST,NEW YORK,NY,10029-0000,17.64,8.99
657, 3/11/13,5045274,EAST END PHARMACY,210 EAST 116TH STREET,NEW YORK,NY,10029-0000,17.64,8.99
657, 3/11/13,5045819,ROR MADISON PHARMACY,1636 MADISON AVENUE,NEW YORK,NY,10029-0000,17.64,8.99
657, 3/11/13,5045268,EISLER CHEMISTS        ARx,1142 LEXINGTON AVE,NEW YORK,NY,10075-0000,17.64,8.99
657, 3/11/13,5045267,CHERRYS PHARMACY - EAST 66TH ST,207 EAST 66TH STREET,NEW YORK,NY,10065-0000,17.64,8.99
657, 3/11/13,5042883,654, , , , ,50,50
657, 3/11/13,5045286,TULSI PHARMACY          ARx,565 W 181 ST STREET,NEW YORK,NY,10033-0000,17.64,8.99
657, 3/11/13,5045280,3340 BROADWAY PHARMACY       ARx,3340 BROADWAY,NEW YORK,NY,10031-0000,17.64,8.99
657, 3/11/13,5045276,LEXINGTON AVENUE PHARMACY,2056 LEXINGTON AVE,NEW YORK,NY,10035-0000,17.64,8.99
657, 3/11/13,5045264,CLYDES ON MADISON,926 MADISON AVENUE,NEW YORK,NY,10021-0000,17.64,8.99
657, 3/11/13,5045269,VALUE PRICE PHARMACY,1475 SECOND AVENUE,NEW YORK,NY,10075-0000,17.64,8.99
657, 3/11/13,5045281,CLAREMONT CHEMISTS,3181 BROADWAY,NEW YORK,NY,10027-0000,17.64,8.99
657, 3/11/13,5045287,3340 BROADWAY PHARMACY #2      ARx,3621 BROADWAY,NEW YORK,NY,10031-0000,17.64,8.99
657, 3/11/13,5045278,AJANTA PHARMACY,2718 8TH AVENUE,NEW YORK,NY,10030-3706,17.64,8.99
657, 3/11/13,5045266,THE CURE PHARMACY,1025-A 3RD AVENUE,NEW YORK,NY,10065-0000,17.64,8.99
657, 3/11/13,5045289,PASTEUR PHARMACY - LEXINGTON AVE,806 LEXINGTON AVENUE,NEW YORK,NY,10065-0000,17.64,8.99
657, 3/11/13,5045283,FAIRVIEW PHARMACY          ARx,4480 BROADWAY,NEW YORK,NY,10040-0000,17.64,8.99
657, 3/11/13,5045272,MARCIA PHARMACY      ARx,217 EAST 106TH STREET,NEW YORK,NY,10029-0000,17.64,8.99
657, 3/11/13,5045284,MARIN PHARMACY,1576 ST NICHOLAS AVE,NEW YORK,NY,10040-0000,17.64,8.99
657, 3/11/13,5045279,UPPER MANHATTAN PHARMACY,1728 AMSTERDAM AVE,NEW YORK,NY,10031-0000,17.64,8.99
657, 3/11/13,5045273,DRUG SHOPPE,2074 8TH AVENUE,NEW YORK,NY,10026-0000,17.64,8.99
657, 3/11/13,5045285,BROADWAY PHARMACY III     ARx,629 WEST 185TH STREET,NEW YORK,NY,10033-0000,17.64,8.99
657, 3/11/13,5045270,HEALTH WISE PHARMACY - NEW YORK,1494 YORK AVENUE,NEW YORK,NY,10021-0000,17.64,8.99
657, 3/11/13,5045265,METRO DRUGS 3RD AVENUE,931 LEXINGTON AVENUE,NEW YORK,NY,10065-0000,17.64,8.99
657, 3/11/13,5045282,MELBRAN DRUGS           ARx,605 WEST 168TH STREET,NEW YORK,NY,10032-0000,17.64,8.99
657, 3/11/13,5045288,INWOOD PHARMACY,4915 BROADWAY,NEW YORK,NY,10034-0000,17.64,8.99
657, 3/11/13,5042888,AMITYVILLE POST OFFICE,77 IRELAND  PLACE,AMITYVILLE,NY,11701,10,10
657, 3/11/13,5045818,UPTOWN CHEMISTS       ARx,4027 BROADWAY,NEW YORK,NY,10032-0000,17.64,8.99
657, 3/11/13,5045277,HARLEM PHARMACY - OPG,17 WEST 125TH STREET,NEW YORK,NY,10027-4512,17.64,8.99
657, 3/11/13,5045271,EMBLEMHEALTH- MANHATTAN EAST 31982,224 EAST 96TH ST,NEW YORK,NY,10128-0000,17.64,8.99
667, 3/11/13,5045219,BAY PHARMACY,2240 86TH STREET,BROOKLYN,NY,11214-0000,19.6,9.99
667, 3/11/13,5045226,LINKUS PHARMACY,7213 18TH AVE,BROOKLYN,NY,11204-0000,19.6,9.99
667, 3/11/13,5045232,BROOKLYN CHEMISTS,121 AVE U,BROOKLYN,NY,11223-0000,19.6,9.99
667, 3/11/13,5045220,HEALTH TREASURES PHARMACY,8512 20TH AVENUE,BROOKLYN,NY,11214-3253,19.6,9.99
667, 3/11/13,5045227,PURE HEALTH PHARMACY,8014 18TH AVENUE,BROOKLYN,NY,11214-0000,19.6,9.99
667, 3/11/13,5045231,MERMAID PHARMACY,2109 MERMAID AVE,BROOKLYN,NY,11224-0000,19.6,9.99
667, 3/11/13,5045222,RX UNLIMITED,6914 5TH AVE ATTN:SUPERVISING,BROOKLYN,NY,11209-1507,19.6,9.99
667, 3/11/13,5045229,LEMBERGS PHARMACY,191 NEPTUNE AVE,BROOKLYN,NY,11235-0000,19.6,9.99
667, 3/11/13,5045225,FINE CARE PHARMACY - 13TH AVENUE,4723 13 AVE,BROOKLYN,NY,11219-0000,19.6,9.99
667, 3/11/13,5045218,QUALIMEDS PHARMACY,2272 86TH STREET,BROOKLYN,NY,11214-0000,19.6,9.99
667, 3/11/13,5045215,18TH AVENUE PHARMACY,5411 18TH AVENUE,BROOKLYN,NY,11204-0000,19.6,9.99
667, 3/11/13,5042817,620, ,Bronx,NY, ,10,10
667, 3/11/13,5045230,BOARDWALK RX CORP,3100 OCEAN PKWY STORE #2,BROOKLYN,NY,11235-0000,19.6,9.99
667, 3/11/13,5045216,86TH STREET COMMUNITY PHARMCY,2789 86TH STREET,BROOKLYN,NY,11223-0000,19.6,9.99
667, 3/11/13,5045228,AVENUE X CHEMIST,319 AVE X,BROOKLYN,NY,11223-0000,19.6,9.99
667, 3/11/13,5045221,BRIDGE PHARMACY,8912 3RD AVENUE,BROOKLYN,NY,11209-0000,19.6,9.99
667, 3/11/13,5045217,MAIN PHARMACY,2350 86 ST,BROOKLYN,NY,11214-0000,19.6,9.99
667, 3/11/13,5045223,CARE MAX PHARMACY,6721 FORT HAMILTON PARKWAY,BROOKLYN,NY,11219-0000,19.6,9.99
667, 3/11/13,5045224,JNJ PHARMACY,761 61ST STREET,BROOKLYN,NY,11220-0000,19.6,9.99
718, 3/11/13,5042885,CAPITAL ONE CTR,425 MEADOWLAND PKWY,SECAUCUS,NJ,7094,80,80
741, 3/11/13,5042804,NASSAU 5, ,PLAINVIEW,NY,11803,110,110
782, 3/11/13,5045397,VAN WYCK PRESCRIPTION CENTER  ARx,88-20B VAN WYCK EXPRESSWAY,RICHMOND HILL,NY,11418-0000,0,0
782, 3/11/13,5045644,DULARI CORP(X)(GNP),146-14 JAMAICA AVENUE,JAMAICA,NY,11435-3628,13.72,6.99
782, 3/11/13,5042700,HD L03, ,L.I.,NY, ,87,87
782, 3/11/13,5042515,525, , , , ,6,6
782, 3/11/13,5042823,626, ,Manhattan,NY, ,10,10
782, 3/11/13,5042832,QUEENS RELAY,425 B OSER AVE,HAUPPAUGE,NY,11788, 0005.00-, 0005.00-
782, 3/11/13,5045399,RX-SPRESS PHARMACY,123-07 LIBERTY AVE,RICHMOND HILL,NY,11419-0000,0,0
782, 3/11/13,5042572,RITE AID 4274,90-01 SUTPHIN BOULEVARD,Jamaica,NY, ,5,5
782, 3/11/13,5045398,APEX PHARMACY     ARx,114-49 SUTPHIN BLVD,JAMAICA,NY,11434-0000,0,0
782, 3/11/13,5045400,TRIANGLE PHARMACY - RICHMOND HILL,119-01 JAMAICA AVE,RICHMOND HILL,NY,11418-0000,0,0
782, 3/11/13,5044268,CUSTOMER RETURNS HD,1 FAIRCHILD COURT,PLAINVIEW,NY,11803,0,0
782, 3/11/13,5045396,METRO DRUGS   ARx,134-02 JAMAICA AVENUE,JAMAICA,NY,11418-0000,0,0
782, 3/11/13,5045395,PRIMARY CARE PHARMACY,90-20 SUTPHIN BLVD,JAMAICA,NY,11435-0000,0,0
782, 3/11/13,5042570,RITE AID 3677,162-19 HILLSIDE AVENUE,Jamaica,NY, ,5,5
782, 3/11/13,5045394,HILLSIDE PHARMACY,184-20 HILLSIDE AVENUE,JAMAICA,NY,11432-0000,0,0
782, 3/11/13,5045401,DALE PHARMACY,108-13 JAMAICA AVE,RICHMOND HILL,NY,11418-2243,0,0
782, 3/11/13,5044271,CUSTOMER RETURNS HD,1 FAIRCHILD COURT,PLAINVIEW,NY,11803,0,0
786, 3/11/13,5042242,CAPITAL ONE, ,MATTITUCK,NY,11952,80,80
819, 3/11/13,5042172,NORTH HAVEN FILE ROOM,57 A DODGE AVE,NORTH HAVEN,CT,6473,175,175
819, 3/11/13,5042871,642, , , , ,8,8
835, 3/11/13,5042874,645, , , , ,70,70
865, 3/11/13,5045658,H & R PHARMACY(X)          CPA,94-31 59TH AVENUE,ELMHURST,NY,11373-5168,15.69,8
865, 3/11/13,5045660,"R&P APOTHECARY, INC",87-08 JUSTICE AVENUE,ELMHURST,NY,11373-4575,15.69,8
865, 3/11/13,5045656,"EQUAL CARE US, INC",141-14 NORTHERN BLVD,FLUSHING,NY,11354-4239,15.69,8
865, 3/11/13,5042687,RITE AID 10588,1508 COLLEGE POINT BLVD.,COLLEGE POINT,NY,11356,5,5
865, 3/11/13,5045410,VALUE PHARMACY,59-17 JUNCTION BLVD,CORONA,NY,11368-0000,15.69,8
865, 3/11/13,5042786,NYC 1, ,Manhattan,NY, ,140,140
865, 3/11/13,5045409,SMILE PHARMACY       ARx,150-11 NORTHERN BLVD,FLUSHING,NY,11354-0000,15.69,8
865, 3/11/13,5042669,RITE AID 10596,75-75 31ST AVENUE,EAST ELMHURST,NY, ,5,5
865, 3/11/13,5045659,COSTCO #1070 EDI REGO PARK,61-35 JUNCTION BOULEVARD,REGO PARK,NY,11374-0000,15.69,8
865, 3/11/13,5045657,TRINITY HOME CR LLC/WHI(12227),114-02 15TH AVENUE 1ST FLOOR,COLLEGE POINT,NY,11356-1402,15.69,8
865, 3/11/13,5042721,HD L24, ,L.I.,NY, ,50,50
865, 3/11/13,5042535,RITE AID 1707,47-07 BROADWAY,Astoria,NY, ,5,5
865, 3/11/13,5042826,QUEENS RELAY,425 B OSER AVE,HAUPPAUGE,NY,11788, 0005.00-, 0005.00-
908, 3/11/13,5042859,CAPITAL ONE BANK,2123 AVE U,Brooklyn,NY, ,7.65,7.65
908, 3/11/13,5042793,BROOKLYN 2, ,Brooklyn,NY, ,150,150
908, 3/11/13,5042139,CAPITAL ONE, ,SECAUCUS,NJ,7094,37.5,37.5
921, 3/11/13,5042663,RITE AID 10673,803 MONTAUK HIGHWAY,WATER MILL,NY,11976,5,5
921, 3/11/13,5042664,RITE AID 10672,263 WILLIAM FLOYD PARKWAY,WATER MILL,NY,11976,5,5
921, 3/11/13,5042501,510, , , , ,10,10
921, 3/11/13,5045651,SUNRISE RX INC(Z),"285 SILLS ROAD, BLDG 8",EAST PATCHOGUE,NY,11772-4869,19.6,9.99
921, 3/11/13,5042547,RITE AID 4226,82 NUGENT STREET,SOUTH HAMPTON,NY, ,5,5
921, 3/11/13,5042481,455, , , , ,30,30
921, 3/11/13,5041381,SUFFOLK VETERINARY GROUP,856 middle country rd.,SELDEN,NY,11784,0,0
921, 3/11/13,5042666,RITE AID 10669,50 EAST MONTAUK HIGHWAY,Hampton Bays,NY, ,5,5
921, 3/11/13,5042548,RITE AID 4227,161 MAIN STREET,W. Hampton Beach,NY, ,5,5
921, 3/11/13,5042533,RITE AID 862,200 BRIDGEHAMPTON COMMONS,BRIDGEHAMPTON,NY,11932,5,5
921, 3/11/13,5042665,RITE AID 10668,15-K EASTPORT MANOR ROAD,EASTPORT,NY,11941,5,5
931, 3/11/13,5042746,CAPITAL ONE OPERATION CTR,9025 MAIN RD,MATTITUCK,NY,11952,80,80
931, 3/11/13,5042528,TXX,425 OSER AVE,HAUPPAUGE,NY,11788,85,85
931, 3/11/13,5042740,CAPITAL ONE OPC,9025 MAIN RD,MATTITUCK,NY,11952,50,50
931, 3/11/13,5042895,CAPITAL ONE,425 MEADOWLAND PKWY,SECAUCUS,NJ,7094,115,115
931, 3/11/13,5042807,SUFFOLK 1, ,SUFFOLK,NY, ,112,112
931, 3/11/13,5042741,TXX,425 B OSER AVE,HAUPPAUGE,NY,11788,10,10
962, 3/11/13,5042811,EAST END, ,SOUTHOLD,NY,11971,114,114
973, 3/11/13,5042873,644, , , , ,40,40
976, 3/11/13,5042742,TXX TRUCK RENTAL FEE, , , , , 0000.01-, 0000.01-
976, 3/11/13,5042815,SAMEDAY 20, , , , ,100,100
976, 3/11/13,5045110,GRE110,665 MIDDLE NECK ROAD,GREAT NECK,NY,11023,0,0
976, 3/11/13,5042296,H.D. SMITH D,670 BELVILLE TPKE,KEARNY,NJ, ,60,60
1042, 3/11/13,5045322,GERARD PHARMACY,903 GERARD AVE,BRONX,NY,10452-0000,19.6,9.99
1042, 3/11/13,5045315,METRO PHARMACY,342 E 149TH ST,BRONX,NY,10451-0000,19.6,9.99
1042, 3/11/13,5045311,SAFEWAY PHARMACY,493 E 138 STREET,BRONX,NY,10454-0000,19.6,9.99
1042, 3/11/13,5045325,J AND N PHARMACY      ARx,1220 MORRIS AVE,BRONX,NY,10456-3117,19.6,9.99
1042, 3/11/13,5045318,GOODMAN PHARMACY,779 MELROSE AVE,BRONX,NY,10451-0000,19.6,9.99
1042, 3/11/13,5045327,COMMUNITY PRESCRIPTIONS,1030 SHERIDAN AVENUE,BRONX,NY,10456-0000,19.6,9.99
1042, 3/11/13,5042822,625, ,Bronx,NY, ,8,8
1042, 3/11/13,5045319,ONE STOP PHARMACY       ARx,176 E 161ST STREET,BRONX,NY,10451-0000,19.6,9.99
1042, 3/11/13,5045309,161 ST PHARMACY & DISCOUNT,275 E 161ST STREET,BRONX,NY,10451-0000,19.6,9.99
1042, 3/11/13,5045323,WELL CARE PHARMACY  ARx,397 EAST 167TH STREET,BRONX,NY,10456-0000,19.6,9.99
1042, 3/11/13,5045316,EXPRESS PHARMACY,273 E 149TH STREET,BRONX,NY,10451-0000,19.6,9.99
1042, 3/11/13,5045320,MORRIS PHARMACY - ARx,255 B EAST 165TH STREET,BRONX,NY,10456-0000,19.6,9.99
1042, 3/11/13,5045313,5 STAR PHARMACY - ARx,2604 THIRD AVENUE,BRONX,NY,10454-0000,19.6,9.99
1042, 3/11/13,5045326,TWIN PARKS PHARMACY & SURGICAL- ARx,817 EAST 180TH STREET,BRONX,NY,10460-0000,19.6,9.99
1042, 3/11/13,5045314,LINCOLN DRUGS - BRONX,526 MORRIS AVE,BRONX,NY,10451-0000,19.6,9.99
1042, 3/11/13,5045321,MEDICINE CENTER RX       ARx,92 EAST 167TH STREET,BRONX,NY,10452-0000,19.6,9.99
1042, 3/11/13,5045324,BOSTON ROAD PHARMACY-ARx,1272 BOSTON ROAD,BRONX,NY,10456-0000,19.6,9.99
1042, 3/11/13,5045317,NISAR PHARMACY,229 EAST 149TH STREET,BRONX,NY,10451-0000,19.6,9.99
1042, 3/11/13,5045310,KRAMERS PHARMACY         ARx,309 ST ANNS AVE,BRONX,NY,10454-0000,19.6,9.99
1042, 3/11/13,5045312,ZAMZAM PHARMACY,524 MORRIS AVENUE,BRONX,NY,10451-0000,19.6,9.99
1065, 3/11/13,5042492,501, , , , ,24,24
1065, 3/11/13,5042168,47, ,LONG ISLAND,NY, ,48,48
1065, 3/11/13,5045599,COSTCO #0310 EDI LAWRENCE,605 ROCKAWAY TURNPIKE,LAWRENCE,NY,11559-1047,13.72,6.99
1065, 3/11/13,5045356,DAWN PHARMACY          ARx,1288 CENTRAL AVENUE GROUND FLO,FAR ROCKAWAY,NY,11691-0000,19.6,9.99
1065, 3/11/13,5042856,631, ,Brooklyn,NY, ,15,15
1065, 3/11/13,5042832,QUEENS RELAY,425 B OSER AVE,HAUPPAUGE,NY,11788, 0005.00-, 0005.00-
1065, 3/11/13,5045355,RUSSOS PHARMACY,1909 CORNAGA AVE,FAR ROCKAWAY,NY,11691-0000,19.6,9.99
1065, 3/11/13,5045357,FAR ROCKAWAY PHARMCY CORP,2119 MOTT AVE,FAR ROCKAWAY,NY,11691-0000,19.6,9.99
1065, 3/11/13,5045354,IDEAL DRUGS         ARx,1901 MOTT AVENUE,FAR ROCKAWAY,NY,11691-0000,19.6,9.99
1065, 3/11/13,5042576,RITE AID 4836,245-14 FRANCIS LEWIS BLVD.,ROSEDALE,NY,11422,5,5
1065, 3/11/13,5042701,HD L04, ,L.I.,NY, ,18,18
1143, 3/11/13,5042652,RITE AID 10619,31-99 LONG BEACH ROAD,OCEANSIDE,NY,11572,5,5
1143, 3/11/13,5045614,ROCKVILLE CENTRE PHCY   CPA,30 HEMPSTEAD AVE    STE 156,ROCKVILLE CENTRE,NY,11570-4038,11.76,5.99
1143, 3/11/13,5042651,RITE AID 10615,23 EAST PARK AVENUE,LONG BEACH,NY,11561,5,5
1143, 3/11/13,5042648,RITE AID 10618,168 N. VILLAGE AVENUE,Rockville Center,NY, ,5,5
1143, 3/11/13,5045367,LEVINS PHARMACY - OCEANSIDE,364 LONG BEACH RD,OCEANSIDE,NY,11572-0000,0,0
1143, 3/11/13,5042202,46, ,LONG ISLAND,NY, ,100,100
1143, 3/11/13,5044149,CUSTOMER RETURNS HD,1 FAIRCHILD COURT,PLAINVIEW,NY,11803,0,0
1143, 3/11/13,5045613,LEVINS PHARMACY INC(Z)(B)(GNP),364 LONG BEACH RD,OCEANSIDE,NY,11572-2230,11.76,5.99
1143, 3/11/13,5042876,647, , , , ,50,50
1143, 3/11/13,5042702,HD L05, ,L.I.,NY, ,12,12
1143, 3/11/13,5042493,502, , , , ,6,6
1163, 3/11/13,5042727,HD L30, ,L.I.,NY, ,12,12
1163, 3/11/13,5042299,480, , , , , 0000.01-, 0000.01-
1163, 3/11/13,5045112,INDUSTRIAL DRUG SUPPLIES,194 HANSE AVE,FREEPORT,NY,11520-0000,0,0
1163, 3/11/13,5042892,TXX HAUPPAGUE LINEHAUL, ,HAUPPAUGE,NY,11788,80,80
1163, 3/11/13,5042144,TXX,365 oser ave,HAUPPAUGE,NY,11788,40,40
1163, 3/11/13,5042192,36, ,LONG ISLAND,NY, ,8,8
1163, 3/11/13,5042577,RITE AID 4845,2410 MERRICK ROAD,BELLMORE,NY,11710,5,5
1163, 3/11/13,5045703,MEGHA PHARMACY INC (B),23 SOUTH MAIN STREET,FREEPORT,NY,11520-3603,13.72,6.99
1183, 3/11/13,5045781,YMGA PHARMACY SERVICES,8510 3RD AVENUE,BROOKLYN,NY,11209-4610,14.7,7.49
1183, 3/11/13,5042836,SAMEDAY 34, , , , ,8,8
1183, 3/11/13,5045815,SIRISHA PHARMACY         CPA,2722 WHITE PLAINS ROAD,BRONX,NY,10467,13.72,6.99
1183, 3/11/13,5045782,G & S DRUG CORPORATION,8016 13TH AVENUE,BROOKLYN,NY,11228,14.7,7.49
1183, 3/11/13,5042313,64Q, , , , , 0000.01-, 0000.01-
1183, 3/11/13,5044315,SHIFA PHARMACY,2001 BATH AVENUE,BROOKLYN,NY,11214,0,0
1183, 3/11/13,5042296,H.D. SMITH D,670 BELVILLE TPKE,KEARNY,NJ, ,20,20
1183, 3/11/13,5042381,NEXTDAY C33, , , , ,30,30
1183, 3/11/13,5042439,FUJI ROUTE 040, ,Brooklyn,NY, ,45,45
1183, 3/11/13,5042347,146, , , , ,8,8
1183, 3/11/13,5045783,G & S DRUG CORPORATION OTC,8016 13TH AVENUE,BROOKLYN,NY,11228,14.7,7.49
1183, 3/11/13,5045176,CITY LINE PHARMACY-OPG,4704 WHITE PLAINS ROAD,BRONX,NY,10470,0,0
1183, 3/11/13,5042219,67, ,CARLSTADT,NJ,7072,50,25.5
1183, 3/11/13,5042477,60T, , , , , 0000.01-, 0000.01-
1183, 3/11/13,5045814,LIFE INFUSIONS CORP,2330 EASTCHESTER RD 3RD FL,BRONX,NY,10469,13.72,6.99
1203, 3/11/13,5042799,QUEENS 3, ,Queens,NY, ,160,160
1205, 3/11/13,5042680,RITE AID 10594,62-29/35 SPRINGFIELD BLVD.,OAKLAND GARDENS,NY,11364,5,5
1205, 3/11/13,5042684,RITE AID 10589,153-65 CROSS ISLAND PARKWAY,Whitestone,NY, ,5,5
1205, 3/11/13,5044299,CUSTOMER RETURNS HD,1 FAIRCHILD COURT,PLAINVIEW,NY,11803,0,0
1205, 3/11/13,5045373,BAYSIDE EMS PHARMACY - ARx,40-15 BELL BLVD,BAYSIDE,NY,11361-0000,0,0
1205, 3/11/13,5042509,519, , , , ,8,8
1205, 3/11/13,5042682,RITE AID 10591,193-01 NORTHERN BLVD.,AUBURNDALE,NY, ,5,5
1205, 3/11/13,5042552,RITE AID 4848,39-20 BELL BOULEVARD,Bayside,NY, ,5,5
1205, 3/11/13,5042543,RITE AID 3881,27-07 FRANCIS LEWIS BOULEVARD,Bayside,NY, ,5,5
1205, 3/11/13,5044283,ROCHESTER DRUG RETURNS, , , , ,0,0
1205, 3/11/13,5042683,RITE AID 10590,19-23 UTOPIA PARKWAY,Whitestone,NY, ,5,5
1205, 3/11/13,5041385,GREAT NECK ANIMAL HOSPITAL,660 nothern blvd.,GREAT NECK,NY,11023,0,0
1205, 3/11/13,5045374,HARPELL CHEMISTS,12-65 150TH STREET,WHITESTONE,NY,11357-0000,0,0
1205, 3/11/13,5042704,HD L07, ,L.I.,NY, ,25,25
1205, 3/11/13,5045375,LITTLE NECK DRUG STORE,252-11 NORTHERN BLVD,LITTLE NECK,NY,11362-0000,0,0
1205, 3/11/13,5042494,503, , , , ,8,8
1205, 3/11/13,5045622,ST MARYS HOSP FOR CHILDREN,29-01 216TH STREET,BAYSIDE,NY,11360-2899,19.6,9.99
1205, 3/11/13,5042365,114, ,L.I., , ,20,20
1205, 3/11/13,5042826,QUEENS RELAY,425 B OSER AVE,HAUPPAUGE,NY,11788, 0005.00-, 0005.00-
1205, 3/11/13,5044284,ROCHESTER DRUG RETURNS, , , , ,0,0
1205, 3/11/13,5045372,WHITESTONE PHARMACY,150-43B 14TH AVENUE 1ST FLOOR,WHITESTONE,NY,11357-0000,0,0
1205, 3/11/13,5042681,RITE AID 10592,43-20 BELL BLVD.,Bayside,NY, ,5,5
1220, 3/11/13,5042689,RITE AID 10608,96-02 ATLANTIC AVENUE,Ozone Park,NY, ,5,5
1220, 3/11/13,5045451,TOWER DRUGS,272-68 GRAND CENTRAL PARKWAY,FLORAL PARK,NY,11005-0000,19.6,9.99
1220, 3/11/13,5042858,633, ,Bronx,NY, ,100,100
1220, 3/11/13,5045452,TOWER DRUGS - LONG TERM CARE,272-68 GRAND CENTRAL PARKWAY,FLORAL PARK,NY,11005-0000,19.6,9.99
1220, 3/11/13,5042579,RITE AID 4991,109-07 101ST AVENUE,Jamaica,NY, ,5,5
1220, 3/11/13,5044389,Hollis Drugs,20608 Hollis Ave,QUEENS VILLAGE,NY,11429,0,0
1220, 3/11/13,5045736,LAURELTON PHARMACY CPA,224-12 MERRICK BLVD.,LAURELTON,NY,11413-2023,19.6,9.99
1220, 3/11/13,5045450,NORDON DRUG,247 HEMPSTEAD AVE,MALVERNE,NY,11565-2034,19.6,9.99
1220, 3/11/13,5042571,RITE AID 3865,218-35 HEMPSTEAD AVENUE,QUEENS VILLAGE,NY, ,5,5
1220, 3/11/13,5042567,RITE AID 1809,222-14 LINDEN BOULEVARD,Cambria Heights,NY, ,5,5
1220, 3/11/13,5045453,OZONE PHARMACY,102-10 101ST AVE,OZONE PARK,NY,11416-2622,19.6,9.99
1220, 3/11/13,5042688,RITE AID 10607,102-3 ATLANTIC AVENUE,Ozone Park,NY, ,5,5
1220, 3/11/13,5042496,505, , , , ,47,47
1222, 3/11/13,5042476,60S, , , , , 0000.01-, 0000.01-
1222, 3/11/13,5045743,SHOPRITE SUPERMARKETS INC #110,2424 HYLAN BOULEVARD,STATEN ISLAND,NY,10306-3117,15.68,7.99
1222, 3/11/13,5042436,FUJI ROUTE 037, ,Staten Island,NY, ,10,10
1222, 3/11/13,5045120,WHI071,88 UNION AVE,NUTLEY,NJ,07110-0000,0,0
1222, 3/11/13,5042264,NEXTDAY C42, , , , ,70,70
1222, 3/11/13,5045165,ELTINGVILLE PHARMACY,3948 RICHMOND AVE,STATEN ISLAND,NY,10312-0000,0,0
1222, 3/11/13,5045746,BAYLEY SETON HOSPITAL (DOD),206 DRUM ROAD,STATEN ISLAND,NY,10305-5079,15.68,7.99
1222, 3/11/13,5042769,SAMEDAY 53, , , , ,90,90
1222, 3/11/13,5042453,FUJI ROUTE 055, ,NEW JERSEY,NJ, ,40,40
1222, 3/11/13,5042391,RT 21, , , , ,16,16
1222, 3/11/13,5045166,SOUTHSHORE PHARMACY,4020 HYLAN BLVD,STATEN ISLAND,NY,10308-0000,0,0
1222, 3/11/13,5045747,CG FIELD OFFICE SECT NEW YORK,BLDG 215   ROOM D113,STATEN ISLAND,NY,10305-0000,15.68,7.99
1222, 3/11/13,5045167,DONGAN HILLS PHARMACY,1560 RICHMOND RD,STATEN ISLAND,NY,10304-0000,0,0
1222, 3/11/13,5042259,NEXTDAY 105, , , , ,100,100
1222, 3/11/13,5045742,HUGUENOT PHARMACY,877 HUGUENOT AVE,STATEN ISLAND,NY,10312-3994,15.68,7.99
1222, 3/11/13,5042344,143, , , , ,40,40
1222, 3/11/13,5042599,592, , , , , 0000.01-, 0000.01-
1222, 3/11/13,5045745,ARROCHAR PHARMACY INC. IPBG,121 MC CLEAN AVE,STATEN ISLAND,NY,10305-4655,15.68,7.99
